variable,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,slope,r_squared
norm_layer,0.08008658008658,0.1004098360655737,0.1217948717948717,0.0781563126252505,0.1041666666666666,0.141491395793499,0.1307692307692307,0.1988188976377952,0.2016460905349794,0.1887550200803212,0.2181818181818181,0.2135922330097087,0.2380038387715931,0.1850393700787401,0.2569169960474308,0.2019047619047619,0.2652671755725191,0.225140712945591,0.2566037735849056,0.2306238185255198,0.2115384615384615,0.008341924344221643,0.7492623288546472
window_size,0.0779220779220779,0.0840163934426229,0.0747863247863247,0.0801603206412825,0.0645833333333333,0.0860420650095602,0.0846153846153846,0.1299212598425196,0.1152263374485596,0.144578313253012,0.1797979797979798,0.170873786407767,0.1900191938579654,0.1751968503937007,0.2312252964426877,0.1714285714285714,0.2137404580152671,0.2288930581613508,0.2,0.1890359168241966,0.1961538461538461,0.00829916213275936,0.8252712128227797
world_size,0.0562770562770562,0.1004098360655737,0.0854700854700854,0.0801603206412825,0.1166666666666666,0.141491395793499,0.148076923076923,0.1614173228346456,0.1563786008230452,0.178714859437751,0.206060606060606,0.2097087378640776,0.255278310940499,0.1692913385826771,0.2371541501976284,0.2171428571428571,0.1908396946564885,0.2401500938086304,0.1849056603773584,0.2325141776937618,0.2365384615384615,0.008232449178923686,0.7651474135891408
hidden_features,0.0064935064935064,0.0,0.0085470085470085,0.0100200400801603,0.0229166666666666,0.0210325047801147,0.025,0.0629921259842519,0.0761316872427983,0.0461847389558232,0.105050505050505,0.0990291262135922,0.1266794625719769,0.09251968503937,0.1521739130434782,0.1085714285714285,0.1335877862595419,0.1407129455909943,0.1415094339622641,0.1417769376181474,0.1288461538461538,0.00822208864643753,0.8842962337846777
hidden_dim,0.0670995670995671,0.0799180327868852,0.1068376068376068,0.1503006012024048,0.1083333333333333,0.124282982791587,0.1134615384615384,0.1417322834645669,0.1440329218106996,0.144578313253012,0.1636363636363636,0.1864077669902912,0.201535508637236,0.187007874015748,0.1600790513833992,0.2323809523809523,0.2194656488549618,0.2514071294559099,0.230188679245283,0.217391304347826,0.2307692307692307,0.00812327993453115,0.8769315014954506
in_chans,0.0043290043290043,0.0081967213114754,0.0085470085470085,0.0080160320641282,0.0104166666666666,0.02868068833652,0.0346153846153846,0.0629921259842519,0.0679012345679012,0.0522088353413654,0.103030303030303,0.0932038834951456,0.1170825335892514,0.0984251968503937,0.1403162055335968,0.1066666666666666,0.1564885496183206,0.1332082551594746,0.1283018867924528,0.1361058601134215,0.1365384615384615,0.008107120442560359,0.9046178274327576
state_dict,0.2294372294372294,0.2725409836065574,0.2884615384615384,0.2645290581162324,0.2895833333333333,0.3422562141491396,0.3519230769230769,0.3641732283464567,0.3559670781893004,0.3634538152610442,0.3414141414141414,0.3825242718446602,0.4395393474088291,0.3622047244094488,0.383399209486166,0.3961904761904762,0.4179389312977099,0.399624765478424,0.3924528301886792,0.4120982986767486,0.4134615384615384,0.0080777637956938,0.7794408023200816
attention_mask,0.0324675324675324,0.0471311475409836,0.0683760683760683,0.12625250501002,0.05625,0.1223709369024856,0.1326923076923077,0.0590551181102362,0.0781893004115226,0.1144578313253012,0.1151515151515151,0.141747572815534,0.1266794625719769,0.1732283464566929,0.1185770750988142,0.1733333333333333,0.1870229007633587,0.2101313320825516,0.1679245283018867,0.2230623818525519,0.1865384615384615,0.007736893604725457,0.7600837376838746
mlp_hidden_dim,0.0043290043290043,0.0,0.0064102564102564,0.0040080160320641,0.0083333333333333,0.0210325047801147,0.025,0.0590551181102362,0.0658436213991769,0.0461847389558232,0.0969696969696969,0.0815533980582524,0.109404990403071,0.076771653543307,0.1225296442687747,0.0971428571428571,0.1374045801526717,0.1313320825515947,0.1283018867924528,0.1304347826086956,0.1173076923076923,0.0076504418898359705,0.8997108485517695
file_path,0.1406926406926407,0.2069672131147541,0.1944444444444444,0.2344689378757515,0.18125,0.2160611854684512,0.2115384615384615,0.2007874015748031,0.2242798353909465,0.2028112449799196,0.1838383838383838,0.2504854368932039,0.2648752399232246,0.2244094488188976,0.2154150197628458,0.2723809523809524,0.2652671755725191,0.2964352720450281,0.330188679245283,0.3610586011342155,0.3384615384615385,0.007643076559819556,0.7126191331531817
qk_scale,0.0064935064935064,0.0020491803278688,0.0064102564102564,0.0040080160320641,0.0083333333333333,0.02868068833652,0.025,0.0590551181102362,0.0596707818930041,0.0562248995983935,0.101010101010101,0.0951456310679611,0.1074856046065259,0.0748031496062992,0.1264822134387351,0.1085714285714285,0.1297709923664122,0.1257035647279549,0.1320754716981132,0.1190926275992438,0.1076923076923077,0.007322561793658747,0.8775006419855806
attn_drop_rate,0.0064935064935064,0.0020491803278688,0.0064102564102564,0.0040080160320641,0.0083333333333333,0.0210325047801147,0.025,0.0590551181102362,0.0555555555555555,0.0522088353413654,0.101010101010101,0.0854368932038835,0.1113243761996161,0.0728346456692913,0.1324110671936759,0.1009523809523809,0.1316793893129771,0.1275797373358349,0.1264150943396226,0.107750472589792,0.1115384615384615,0.0072496444165063454,0.8588434204519965
dataset_name,0.1168831168831168,0.1577868852459016,0.1495726495726495,0.1482965931863727,0.1770833333333333,0.1663479923518164,0.1903846153846153,0.1653543307086614,0.2037037037037037,0.2208835341365461,0.2080808080808081,0.2077669902912621,0.2591170825335892,0.2421259842519685,0.2608695652173913,0.2666666666666666,0.2480916030534351,0.2795497185741088,0.2339622641509434,0.2306238185255198,0.2865384615384615,0.007121535849455701,0.8348941737002586
return_dict,0.0194805194805194,0.0122950819672131,0.0085470085470085,0.0160320641282565,0.0229166666666666,0.0497131931166348,0.0653846153846153,0.0472440944881889,0.0452674897119341,0.0622489959839357,0.0525252525252525,0.0699029126213592,0.0786948176583493,0.1043307086614173,0.0790513833992094,0.1352380952380952,0.1202290076335877,0.1407129455909943,0.1169811320754717,0.1606805293005671,0.1288461538461538,0.00711856957355915,0.8966842877855369
