quarter,category,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,comment_rate,mi_std,mi_custom
2022Q3,non_cs,5.812832589023302,43.13124471118159,34.13777723874248,64.70241407218695,48.944077300204896,98.84019131092944,296.37991837464546,659.6553745172819,4.237376734164141,5493.855248653606,305.2141804807559,0.21988512483909392,15.59680662993081,88.82959677181537,32.66645901279033,65.4263014865977,65.4263014865977
2022Q4,cs,5.935274492312378,34.87137319325138,26.7237335023851,50.286749681690985,40.80664768556376,77.01048318407608,229.86805492022148,487.0221126283176,4.186668057849517,3897.0629366231924,216.50349647906626,0.16234070420943916,17.689226409664272,88.22717651047847,23.351510088017964,64.23792810741143,64.23792810741143
2022Q4,non_cs,5.96708591455894,46.8599486714667,37.11763770498382,70.47917521584692,52.82703458602563,107.59681292083074,323.37284845435306,723.9491786355297,4.364282737159741,5935.095267818173,329.72751487878736,0.2413163928785099,15.745776928826544,92.73310773216593,32.10866828902101,63.677604207034,63.677604207034
2023Q1,cs,6.022337516078467,35.11104919222737,26.986581954979236,50.65087625141845,41.13338670830584,77.63745820639768,231.6457373895858,490.5574587618541,4.271208797062463,4075.875918615231,226.4375510341795,0.16351915292061797,17.820275718158914,88.11078481226818,23.479919681763658,64.48191019306259,64.48191019306259
2023Q1,non_cs,5.757428109521124,47.96782731177203,36.85309596038196,70.19647047265298,53.72525542129315,107.04956643303494,337.8664356092802,734.8407291659014,4.138660129023288,5551.43767486111,308.4132041589506,0.24494690972196712,13.856575206457464,82.54778813864831,31.820777947827597,66.36876736810356,66.36876736810356
2023Q2,cs,5.831209459788496,32.4803339073462,25.183099197544433,47.1155336181397,38.311543367134696,72.29863281568413,211.084302679721,449.3480781938722,4.146341463956006,3737.6978249133685,207.64987916185382,0.1497826927312907,17.885111554030228,86.47915274016837,22.349910695664533,64.83047384993921,64.83047384993921
2023Q2,non_cs,6.106193190197715,55.68302853442061,44.190812727325145,84.66403816029839,61.78922172461832,128.85485088762354,413.0534799500906,943.9346170014475,4.42343720082337,7443.7232132827685,413.5401785157094,0.31464487233381583,16.262652080757718,91.31968373462941,32.4957163234658,64.41906509937938,64.41906509937938
2023Q3,cs,5.863014762925575,32.86592535604533,25.400169354132384,47.61992719740023,38.72894011897091,73.0200965515326,213.02132758877636,452.74458984350906,4.149476512676783,3654.4921373248376,203.02734096249097,0.15091486328116963,17.09937845642555,85.35419923134388,23.967559022129755,65.05458181278824,65.05458181278824
2023Q3,non_cs,5.9412330323446385,50.350570195760994,39.20853695312123,74.14972327785331,56.29180322810563,113.35826023097454,362.7693704068585,795.8951024341584,4.298277044950489,6038.880787237229,335.49337706873496,0.2652983674780528,15.471332450328678,91.87085181854248,30.61687991220542,64.28775777959818,64.28775777959818
2023Q4,cs,5.949702239921419,32.84419725198233,25.36820504895618,47.45178307070077,38.79389949190375,72.81998811965695,212.84324464576358,450.10070494999076,4.221492246868442,3692.3939967100646,205.1329998172258,0.15003356831666356,17.892446497102146,87.87329966150925,24.007665911918668,64.38999142150976,64.38999142150976
2023Q4,non_cs,6.068593373134904,45.44486291723013,35.71623301080875,67.4021175752616,51.513456290365035,103.11835058607035,318.37480138473103,704.8623843466601,4.340629928336438,5579.238991275951,309.95772173755284,0.23495412811555333,16.199369967626517,90.0153278340811,28.379399132383206,64.32080398172286,64.32080398172286
2024Q1,cs,5.964577741957719,33.012134876143755,25.439367079259423,47.60864057707068,38.97671261810147,73.0480076563301,214.06760618480956,452.57931361265634,4.21660399261133,3699.3768690741135,205.5209371707841,0.15085977120421876,17.36266459225854,87.05673985753354,23.02269117519589,64.4213900143703,64.4213900143703
2024Q1,non_cs,5.94883992430348,47.45917143860466,37.84982812219807,71.50732063619627,53.40801136290815,109.35714875839435,339.35646421640337,766.397131327309,4.280021249892679,6196.756407088986,344.26424483827697,0.25546571044243627,15.959000098690955,89.72427264300686,32.75176550042931,64.60374155687786,64.60374155687786
2024Q2,cs,5.993151032912979,33.62032432888454,25.80701501350324,48.1947574149121,39.613475361797526,74.00177242841534,219.13678839957765,462.7110605926383,4.188673424253534,3809.531592761066,211.64064404228142,0.15423702019754607,18.078336538681672,89.13386102546549,21.73225873470317,63.641134269209246,63.641134269209246
2024Q2,non_cs,6.3562169815751615,46.21394737625833,36.01041888887298,68.30062318449437,52.57016435783349,104.31104207336733,321.18307249189473,702.535240665645,4.201264671870466,6005.568624721667,333.64270137342595,0.234178413555215,17.575501348457482,94.16504767405118,34.27122429029669,63.85389338713701,63.85389338713701
2024Q3,cs,5.846119217825407,32.46490992960902,24.734751214955974,46.3601636289877,38.31102914743443,71.09491484394366,210.22711884947134,440.1006750850061,4.108591578556473,3562.4702939136423,197.91501632853567,0.14670022502833535,17.784746915497706,86.98580404062021,22.47810274882624,64.70926417119394,64.70926417119394
2024Q3,non_cs,6.178017018639225,43.54056043691276,34.51944041535615,65.03605174575777,49.71857745555199,99.55549216111393,298.9174405033905,661.173144659164,4.17305646505624,5353.60872017234,297.42270667624115,0.2203910482197213,16.610339183488286,92.07265287690531,31.880535683597884,64.52229377911262,64.52229377911262
2024Q4,cs,5.800511310235023,31.184351478526832,23.96364115019101,44.72877017428403,36.98486278876186,68.69241132447505,201.64618276747356,423.91896059544376,4.090271782065044,3586.149444830075,199.23052471278194,0.14130632019848122,17.520138156108406,84.9949225449099,22.689246129095416,65.26773479842352,65.26773479842352
2024Q4,non_cs,5.948102635980754,40.05477112606325,31.377570796576297,59.09803643183494,46.002873762044004,90.47560722841125,271.1384011916217,592.1328543990453,4.276770335350949,4800.729291141671,266.7071828412039,0.19737761813301508,15.912054157038163,86.1874070108039,32.98876055437719,65.53402003041985,65.53402003041985
2025Q1,cs,5.864637280688031,32.801804480689995,24.888895894290044,46.70593180034348,38.666441761378024,71.59482769463352,213.53035829816756,446.2559374673788,4.080904885444206,3631.14104646941,201.73005813718942,0.1487519791557929,17.929515292621026,86.8113913888252,23.110932446164284,64.5392137823299,64.5392137823299
2025Q1,non_cs,5.932622137727118,41.107132182010716,32.146863737285706,60.8293003485462,47.03975431973784,92.97616408583191,282.0717154305803,620.3177033799653,4.244144397057086,5192.535541047145,288.47419672484136,0.20677256779332173,16.12092508932884,86.9160658405548,35.38460583030638,65.9765839273142,65.9765839273142
2025Q2,cs,5.62853264821368,28.90377623733579,21.71021377672209,40.64341461049978,34.53230888554947,62.353628387221875,184.95643031994956,380.46893837671433,3.867105226042388,3074.0320953182772,170.77956085101542,0.12682297945890478,17.420960783363228,81.77289252993359,27.163448204532195,66.45882664454724,66.45882664454724
2025Q2,non_cs,5.454394693200664,34.1832504145937,27.0804311774461,50.67537313432836,39.63764510779436,77.75580431177445,230.12612853373216,506.3104634137409,3.9027370432348834,4234.91679244892,235.27315513605112,0.16877015447124696,15.144278606965175,80.8665008291874,31.76725710888032,68.55801779022968,68.55801779022968
2025Q3,cs,5.644580217002002,29.126040240176973,22.223164436953546,41.44801432634573,34.77062045717897,63.671178763299274,186.97768099582635,389.61408067830126,3.9309423675149207,3207.4267086954815,178.19037270530453,0.12987136022610044,17.23180238070157,81.65885389234172,24.888660749335013,66.67755284978246,66.67755284978246
2025Q3,non_cs,5.805371352785146,38.369031830238725,29.471485411140584,55.426392572944295,44.17440318302387,84.89787798408489,258.91784759993106,553.8007469090705,4.082039735192195,4347.353263614184,241.51962575634352,0.18460024896969016,15.942307692307692,83.76425729442971,38.28463679959467,67.5055199380667,67.5055199380667

