model,type,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
claude_standard_py,mean,6.218314852150538,20.363845094086024,18.0102002688172,35.12729469086022,26.582159946236562,53.137494959677426,114.86257222110214,277.8771317573925,5.297373679435484,2303.852904106183,127.99187517809139,0.09262584952956988,9.371724798387097,29.063178091397848,29.21952251344086,20.47236097446237,72.61709398185484,72.7241500235215
claude_standard_py,var,1.308271222877844,8.136719014264918,8.256458022890754,16.274340935808244,9.073397907846356,24.514903161979213,58.32849451963941,164.08949874282888,1.4862307503260224,2061.306739087946,114.51700298359869,0.05469595027105405,4.711982144278856,9.70858731098344,9.70477266085177,11.126165406849791,7.450891813429609,7.452416658358693
deepseek_chat_py,mean,6.095789544472491,18.365459854788796,17.23335890661989,33.28180264128947,24.461249399261288,50.51516154790936,100.7296236830631,254.74680070959366,5.489055715868415,2102.2406016084824,116.79107542974208,0.08491572864525397,4.164175229421579,27.69399239361399,27.882687703217247,8.957905819669648,63.2762494608682,63.954429951628946
deepseek_chat_py,var,0.7699837080816678,4.138688595324173,4.5802827041282885,8.930805442060342,4.652452819927886,13.497085631356574,28.676641717329357,85.88435221226176,0.993522111834904,1111.1112493155158,61.72844144883138,0.028627772262475492,1.9075739226773647,5.5356245782707605,5.585371841812006,8.345522549507745,4.7240864314731486,4.681493954100699
deepseek_reasoner_py,mean,6.835779109810492,22.285573250328333,20.54250287443163,39.59033991828424,29.121352360138836,60.13284279271588,128.84388283478216,319.44828056968106,6.048967509611591,2902.898560255067,161.27206258617232,0.10648149590491542,5.628682844677929,33.1578374927659,33.622665276929695,18.921710146961683,56.58063675896064,57.286205995215724
deepseek_reasoner_py,var,1.2327500356816394,7.262999612017348,7.635055337099935,14.869898911203558,8.12505881365335,22.48808747243437,51.49045352783265,147.1926283073975,1.4671080972979453,1927.6783429679222,107.09314495460778,0.0490648813734892,3.5285887817670436,9.562670714497106,9.672524129160038,47.74471931330003,7.548985375808206,7.48999157447789
gemma_py,mean,5.5231700067976774,21.196776274666195,17.901410106354323,36.13566579752952,26.719946281463873,54.03707590388383,115.75384266993301,278.8260357437872,4.601496675743166,1792.0614340638754,99.55893398765849,0.09294055510670969,11.638361234662785,31.1359914860376,31.48547101309656,0.5411753303310263,52.74457854956031,52.735927483092055
gemma_py,var,0.9183482468923205,6.3231290065636605,5.915960770828217,12.276207906933541,6.858782556937387,18.173837874431037,42.986248679408625,117.6981484197128,0.975040057636888,1076.6769106617278,59.81541569938173,0.03923335324190726,3.763540023003932,6.822165277082543,6.88775366454435,0.6285513809368548,3.7970374062545833,3.7933186115603212
gpt_py,mean,5.011460108807038,13.603690557966273,11.320699170322081,22.03910085017052,18.615150666773307,33.3598000204926,67.50241732823217,151.6473545925764,4.065535461619243,912.1762167208653,50.67635061415285,0.05054884394314966,4.344923035417603,19.76561165456206,20.182378195156062,7.346326109320492,66.80748077868806,67.10721030994446
gpt_py,var,1.0160622452089347,3.8004705409022166,3.5836050333321894,7.069497006816546,4.5318657392960855,10.640359735975306,23.91008175236763,59.84665305170226,1.074064385193776,528.8200104024431,29.37893237850338,0.019948417926255253,2.3829175669217437,3.889111137090944,3.9944510754658165,8.25408690468373,8.399586622916422,8.398297561467006
