fullname,type,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
48B,5,2,14,14,28,16,42,55.3,168.0,2.0,336.0,18.67,0.056,0,29,19,5.26,68.56,68.56
48B,6,5,43,46,92,48,138,244.94,770.72,5.35,4122.48,229.03,0.2569,0,17,22,0.0,48.35,48.35
48B,mean,3.5,24.83,23.5,47,28.33,70.5,126.73,352.85,3.23,1403.63,77.98,0.12,1,25.17,22.17,2.31,58.58,58.58
48B,std,1.61,12.85,12.88,25.76,14.1,38.64,82.51,242.05,1.27,1382.24,76.79,0.08,2.24,8.25,6.15,2.4,8.19,8.19
5A,1,4,13,8,16,17,24,56.11,98.1,2.46,241.47,13.42,0.0327,0,15,11,9.09,79.9,79.9
5A,2,3,12,6,12,15,18,47.77,70.32,1.5,105.49,5.86,0.0234,0,15,18,0.0,58.88,58.88
5A,3,4,13,9,18,17,27,56.11,110.36,2.77,305.62,16.98,0.0368,5,22,17,5.88,72.13,72.13
5A,4,4,11,9,18,15,27,46.05,105.49,3.27,345.23,19.18,0.0352,13,58,38,2.44,59.33,59.33
5A,5,3,10,5,10,13,15,37.97,55.51,1.5,83.26,4.63,0.0185,0,16,16,7.69,76.74,76.74
5A,6,5,16,9,18,21,27,75.61,118.59,2.81,333.54,18.53,0.0395,0,7,8,0.0,65.37,65.37
5A,7,4,9,6,12,13,18,36.53,66.61,2.67,177.62,9.87,0.0222,0,14,12,0.0,63.15,63.15
5A,8,4,11,8,16,15,24,46.05,93.77,2.91,272.77,15.15,0.0313,0,11,12,0.0,61.98,61.98
5A,9,5,9,7,14,14,21,40.14,79.95,3.89,310.93,17.27,0.0267,0,16,16,0.0,59.47,59.47
5A,10,4,9,6,12,13,18,36.53,66.61,2.67,177.62,9.87,0.0222,0,13,10,10.0,82.7,82.7
5A,11,5,13,8,16,18,24,59.72,100.08,3.08,307.93,17.11,0.0334,5,21,17,0.0,58.48,58.48
5A,12,4,10,8,16,14,24,41.22,91.38,3.2,292.4,16.24,0.0305,0,15,16,0.0,59.2,59.2
5A,13,4,11,7,14,15,21,46.05,82.04,2.55,208.84,11.6,0.0273,5,22,17,0.0,59.08,59.08
5A,14,4,15,9,18,19,27,66.6,114.69,2.4,275.27,15.29,0.0382,0,13,12,0.0,61.37,61.37
5A,15,3,8,4,8,11,12,28.75,41.51,1.5,62.27,3.46,0.0138,0,16,17,0.0,61.16,61.16
5A,16,5,15,9,18,20,27,70.21,116.69,3.0,350.08,19.45,0.0389,0,10,10,0.0,63.04,63.04
5A,17,4,13,8,16,17,24,56.11,98.1,2.46,241.47,13.42,0.0327,0,15,11,18.18,85.4,85.4
5A,18,4,12,6,12,16,18,51.02,72.0,2.0,144.0,8.0,0.024,0,17,16,0.0,60.06,60.06
5A,19,4,21,15,30,25,45,100.24,208.97,2.86,597.07,33.17,0.0697,0,38,30,0.0,50.05,50.05
5A,20,4,9,6,12,13,18,36.53,66.61,2.67,177.62,9.87,0.0222,0,17,14,21.43,85.5,85.5
5A,21,3,5,4,8,8,12,16.36,36.0,2.4,86.4,4.8,0.012,0,15,14,0.0,63.43,63.43
5A,22,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,15,16,0.0,59.87,59.87
5A,23,4,9,6,12,13,18,36.53,66.61,2.67,177.62,9.87,0.0222,0,14,14,0.0,61.69,61.69
5A,24,4,10,6,11,14,17,41.22,64.73,2.2,142.4,7.91,0.0216,0,11,14,0.0,61.78,61.78
5A,25,4,13,8,16,17,24,56.11,98.1,2.46,241.47,13.42,0.0327,0,10,10,0.0,63.7,63.7
5A,26,4,13,8,16,17,24,56.11,98.1,2.46,241.47,13.42,0.0327,0,12,12,0.0,61.98,61.98
5A,27,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,15,16,0.0,59.74,59.74
5A,28,4,13,8,16,17,24,56.11,98.1,2.46,241.47,13.42,0.0327,0,10,10,0.0,63.7,63.7
5A,mean,4,11.54,7.39,14.75,15.54,22.14,49.29,88.53,2.59,235.32,13.07,0.03,1,16.89,15.14,2.67,64.96,64.96
5A,std,0.53,2.98,2.04,4.11,3.23,6.15,15.9,31.45,0.52,105.47,5.86,0.01,2.78,9.66,5.99,5.58,8.77,8.77
5E,1,5,10,11,21,15,32,44.83,125.02,5.25,656.36,36.46,0.0417,7,41,29,3.33,63.14,63.14
5E,mean,5,10,11,21,15,32,44.83,125.02,5.25,656.36,36.46,0.04,7,41,29,3.33,63.14,63.14
5E,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56B,1,6,13,14,25,19,39,63.62,165.67,5.77,955.78,53.1,0.0552,0,21,22,16.67,76.12,76.12
56B,2,8,16,15,29,24,44,88.0,201.74,7.25,1462.6,81.26,0.0672,0,10,10,0.0,61.11,61.11
56B,3,5,8,8,15,13,23,35.61,85.11,4.69,398.95,22.16,0.0284,0,36,42,0.0,49.33,49.33
56B,4,4,17,9,18,21,27,77.49,118.59,2.12,251.14,13.95,0.0395,6,30,24,0.0,54.29,54.29
56B,5,5,20,14,28,25,42,98.05,195.04,3.5,682.65,37.92,0.065,0,22,22,0.0,53.47,53.47
56B,6,5,13,13,20,18,33,59.72,137.61,3.85,529.26,29.4,0.0459,0,26,21,0.0,55.24,55.24
56B,7,7,19,23,44,26,67,100.36,314.93,8.11,2552.59,141.81,0.105,0,45,39,2.56,55.44,55.44
56B,8,8,19,15,30,27,45,104.71,213.97,6.32,1351.39,75.08,0.0713,0,31,29,0.0,50.44,50.44
56B,9,4,24,21,42,28,63,118.04,302.86,3.5,1060.02,58.89,0.101,0,34,34,0.0,47.87,47.87
56B,10,7,29,34,59,36,93,160.53,480.8,7.12,3423.65,190.2,0.1603,16,47,40,0.0,43.99,43.99
56B,11,7,19,23,44,26,67,100.36,314.93,8.11,2552.59,141.81,0.105,0,45,39,7.69,61.81,61.81
56B,12,7,23,18,33,30,51,123.69,250.25,5.02,1256.7,69.82,0.0834,0,35,29,0.0,49.56,49.56
56B,13,7,18,16,31,25,47,94.71,218.26,6.03,1315.63,73.09,0.0728,0,7,11,0.0,59.96,59.96
56B,mean,6.15,18.31,17.15,32.15,24.46,49.31,94.22,230.75,5.49,1368.69,76.04,0.08,1.69,29.92,27.85,2.07,55.28,55.28
56B,std,1.35,5.13,6.6,11.85,5.57,18.38,30.27,100.59,1.83,906.43,50.36,0.03,4.43,12.11,10.26,4.71,7.9,7.9
65B,1,9,18,10,21,27,31,103.59,147.4,5.25,773.86,42.99,0.0491,7,27,25,0.0,53.11,53.11
65B,2,4,12,7,13,16,20,51.02,80.0,2.17,173.33,9.63,0.0267,0,24,22,0.0,56.45,56.45
65B,3,8,31,26,51,39,77,177.58,406.98,6.58,2678.16,148.79,0.1357,9,24,32,0.0,47.28,47.28
65B,4,4,12,7,13,16,20,51.02,80.0,2.17,173.33,9.63,0.0267,0,24,22,0.0,56.45,56.45
65B,mean,6.25,18.25,12.5,24.5,24.5,37,95.8,178.59,4.04,949.67,52.76,0.06,4,24.75,25.25,0.0,53.32,53.32
65B,std,2.28,7.76,7.89,15.64,9.5,23.53,51.86,134.7,1.93,1027.62,57.09,0.04,4.06,1.3,4.09,0.0,3.75,3.75
68B,1,6,15,9,18,21,27,74.11,118.59,3.6,426.93,23.72,0.0395,5,20,19,0.0,56.78,56.78
68B,2,6,19,14,28,25,42,96.22,195.04,4.42,862.29,47.91,0.065,0,20,18,0.0,55.91,55.91
68B,3,9,27,23,46,36,69,156.91,356.72,7.67,2734.89,151.94,0.1189,0,58,23,178.95,61.78,61.78
68B,4,7,18,17,34,25,51,94.71,236.84,6.61,1565.75,86.99,0.0789,0,35,27,18.52,73.42,73.42
68B,5,7,20,16,31,27,47,106.09,223.48,5.42,1212.38,67.35,0.0745,0,27,25,0.0,52.11,52.11
68B,6,5,38,30,60,43,90,211.03,488.36,3.95,1927.75,107.1,0.1628,0,10,10,0.0,58.96,58.96
68B,7,7,28,23,46,35,69,154.26,353.92,5.75,2035.04,113.06,0.118,0,4,6,0.0,64.77,64.77
68B,8,7,14,11,21,21,32,72.95,140.55,5.25,737.91,40.99,0.0469,0,17,13,0.0,59.72,59.72
68B,9,6,17,13,26,23,39,85.0,176.42,4.59,809.45,44.97,0.0588,3,21,20,0.0,54.95,54.95
68B,mean,6.67,21.78,17.33,34.44,28.44,51.78,116.81,254.44,5.25,1368.04,76.0,0.08,0.89,23.56,17.89,21.94,59.82,59.82
68B,std,1.05,7.33,6.38,12.89,7.29,19.27,44.31,114.21,1.23,710.27,39.46,0.04,1.73,14.8,6.61,55.81,5.98,5.98
74B,1,9,25,37,71,34,108,144.63,549.45,12.78,7021.92,390.11,0.1831,0,38,37,2.7,53.95,53.95
74B,2,8,21,32,59,29,91,116.24,442.08,11.24,4968.1,276.01,0.1474,0,35,35,2.94,55.95,55.95
74B,mean,8.5,23,34.5,65,31.5,99.5,130.44,495.76,12.01,5995.01,333.06,0.17,0,36.5,36,2.82,54.95,54.95
74B,std,0.5,2.0,2.5,6.0,2.5,8.5,14.2,53.69,0.77,1026.91,57.05,0.02,0.0,1.5,1.0,0.12,1.0,1.0
77A,1,5,17,12,24,22,36,81.1,160.54,3.53,566.61,31.48,0.0535,17,27,22,0.0,52.85,52.85
77A,2,12,35,22,44,47,66,222.54,366.6,7.54,2765.23,153.62,0.1222,11,18,29,0.0,48.26,48.26
77A,3,10,69,45,91,79,136,454.71,857.31,6.59,5653.3,314.07,0.2858,4,69,39,4.17,54.2,54.2
77A,mean,9,40.33,26.33,53,49.33,79.33,252.78,461.48,5.89,2995.05,166.39,0.15,10.67,38,30,1.39,51.77,51.77
77A,std,2.94,21.56,13.82,28.08,23.33,41.9,154.02,292.26,1.71,2082.98,115.72,0.1,5.31,22.23,6.98,1.97,2.54,2.54
78A,1,3,10,5,11,13,16,37.97,59.21,1.65,97.69,5.43,0.0197,4,25,21,0.0,57.94,57.94
78A,2,4,30,25,60,34,85,155.21,432.43,4.0,1729.74,96.1,0.1441,0,19,19,0.0,50.69,50.69
78A,3,3,18,9,19,21,28,79.81,122.98,1.58,194.73,10.82,0.041,7,28,14,5.56,73.28,73.28
78A,4,3,9,7,13,12,20,33.28,71.7,2.17,155.35,8.63,0.0239,0,14,11,0.0,63.08,63.08
78A,5,4,16,11,23,20,34,72.0,146.95,2.88,422.47,23.47,0.049,13,24,23,0.0,53.37,53.37
78A,6,8,14,14,22,22,36,77.3,160.54,6.29,1009.11,56.06,0.0535,0,21,22,5.0,67.8,67.8
78A,7,4,9,5,10,13,15,36.53,55.51,2.22,123.35,6.85,0.0185,0,15,13,0.0,62.68,62.68
78A,8,3,10,5,11,13,16,37.97,59.21,1.65,97.69,5.43,0.0197,2,15,14,0.0,61.92,61.92
78A,9,2,6,4,6,8,10,17.51,30.0,1.0,30.0,1.67,0.01,0,5,6,0.0,72.41,72.41
78A,10,3,8,9,18,11,27,28.75,93.4,3.38,315.24,17.51,0.0311,0,25,23,0.0,55.15,55.15
78A,11,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,12,12,0.0,67.78,67.78
78A,12,3,35,19,39,38,58,184.28,304.38,1.67,508.75,28.26,0.1015,0,14,14,0.0,56.53,56.53
78A,13,3,32,16,33,35,49,164.75,251.33,1.55,388.78,21.6,0.0838,0,12,10,0.0,60.84,60.84
78A,14,4,6,12,24,10,36,23.51,119.59,8.0,956.72,53.15,0.0399,0,33,33,0.0,50.44,50.44
78A,15,3,6,3,6,9,9,20.26,28.53,1.5,42.79,2.38,0.0095,0,11,10,0.0,67.19,67.19
78A,16,3,6,3,6,9,9,20.26,28.53,1.5,42.79,2.38,0.0095,0,10,9,0.0,68.19,68.19
78A,17,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,1,1,0.0,94.59,94.59
78A,18,3,19,8,19,22,27,85.47,120.4,1.5,180.61,10.03,0.0401,0,11,10,0.0,62.41,62.41
78A,19,4,13,10,21,17,31,56.11,126.71,3.23,409.38,22.74,0.0422,0,22,20,0.0,55.55,55.55
78A,20,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,7,6,0.0,74.15,74.15
78A,21,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,5,5,0.0,75.74,75.74
78A,22,4,8,6,9,12,15,32.0,53.77,2.25,120.99,6.72,0.0179,8,27,24,0.0,56.56,56.56
78A,23,2,8,4,9,10,13,26.0,43.19,1.12,48.58,2.7,0.0144,2,11,7,83.33,97.19,97.19
78A,24,3,16,8,17,19,25,68.75,106.2,1.59,169.25,9.4,0.0354,1,13,8,0.0,65.58,65.58
78A,25,5,43,28,64,48,92,244.94,513.82,3.72,1911.88,106.22,0.1713,0,25,25,0.0,47.3,47.3
78A,26,5,28,16,35,33,51,146.22,257.26,3.12,803.95,44.66,0.0858,7,21,20,0.0,52.86,52.86
78A,27,4,19,9,21,23,30,88.71,135.71,2.21,299.98,16.67,0.0452,0,20,16,0.0,57.32,57.32
78A,28,3,10,5,11,13,16,37.97,59.21,1.65,97.69,5.43,0.0197,2,20,16,0.0,60.65,60.65
78A,29,4,13,6,13,17,19,56.11,77.66,2.0,155.32,8.63,0.0259,0,14,14,0.0,60.82,60.82
78A,30,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,1,6,4,33.33,100.0,100.0
78A,31,1,5,3,6,6,9,11.61,23.26,0.6,13.96,0.78,0.0078,0,9,9,0.0,68.67,68.67
78A,32,3,32,16,33,35,49,164.75,251.33,1.55,388.78,21.6,0.0838,0,8,7,0.0,64.22,64.22
78A,33,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,2,3,0.0,80.72,80.72
78A,34,4,13,10,21,17,31,56.11,126.71,3.23,409.38,22.74,0.0422,0,21,17,0.0,57.09,57.09
78A,35,4,12,6,13,16,19,51.02,76.0,2.17,164.67,9.15,0.0253,3,20,18,0.0,58.37,58.37
78A,36,2,11,8,16,13,24,40.05,88.81,1.45,129.18,7.18,0.0296,1,24,22,0.0,56.54,56.54
78A,37,3,10,7,15,13,22,37.97,81.41,2.25,183.17,10.18,0.0271,0,2,2,0.0,78.71,78.71
78A,38,6,11,6,11,17,17,53.56,69.49,3.0,208.46,11.58,0.0232,0,5,5,0.0,71.32,71.32
78A,39,6,11,6,11,17,17,53.56,69.49,3.0,208.46,11.58,0.0232,0,5,5,0.0,71.32,71.32
78A,40,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,73.88,73.88
78A,41,4,11,10,21,15,31,46.05,121.11,3.82,462.43,25.69,0.0404,0,21,18,0.0,56.69,56.69
78A,42,4,11,10,21,15,31,46.05,121.11,3.82,462.43,25.69,0.0404,0,22,19,0.0,56.17,56.17
78A,43,4,12,6,13,16,19,51.02,76.0,2.17,164.67,9.15,0.0253,0,17,15,6.67,75.14,75.14
78A,44,3,18,10,20,21,30,79.81,131.77,1.67,219.62,12.2,0.0439,0,11,11,0.0,61.9,61.9
78A,45,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,8,10,0.0,66.17,66.17
78A,46,5,24,13,30,29,43,121.65,208.89,3.12,652.79,36.27,0.0696,0,19,16,0.0,55.88,55.88
78A,47,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,1,1,0.0,90.99,90.99
78A,48,2,8,4,9,10,13,26.0,43.19,1.12,48.58,2.7,0.0144,0,7,7,0.0,69.17,69.17
78A,49,3,39,24,57,42,81,210.89,436.78,2.19,957.55,53.2,0.1456,0,32,27,0.0,47.2,47.2
78A,50,3,8,4,8,11,12,28.75,41.51,1.5,62.27,3.46,0.0138,3,9,7,0.0,69.7,69.7
78A,mean,3.3,13.28,8.18,17.26,16.58,25.44,60.07,111.53,2.19,304.63,16.92,0.04,1.08,14.7,13.1,2.68,65.6,65.6
78A,std,1.28,9.77,6.14,14.07,10.3,20.17,56.19,112.45,1.36,402.18,22.34,0.04,2.54,8.3,7.39,12.49,11.97,11.97
79B,1,9,33,21,42,42,63,194.99,339.72,5.73,1945.65,108.09,0.1132,0,37,31,0.0,47.59,47.59
79B,2,8,23,23,46,31,69,128.04,341.84,8.0,2734.72,151.93,0.1139,3,38,39,0.0,45.8,45.8
79B,3,6,14,11,22,20,33,68.81,142.62,4.71,672.37,37.35,0.0475,0,21,22,0.0,54.69,54.69
79B,4,6,17,14,28,23,42,85.0,189.99,4.94,938.77,52.15,0.0633,0,14,14,0.0,58.37,58.37
79B,5,6,23,17,34,29,51,119.55,247.76,4.43,1098.75,61.04,0.0826,0,18,19,0.0,54.27,54.27
79B,6,8,31,28,56,39,84,177.58,443.97,7.23,3208.07,178.23,0.148,0,28,32,0.0,47.02,47.02
79B,7,5,18,14,28,23,42,86.67,189.99,3.89,738.85,41.05,0.0633,0,14,17,0.0,56.53,56.53
79B,mean,6.86,22.71,18.29,36.57,29.57,54.86,122.95,270.84,5.56,1619.6,89.98,0.09,0.43,24.29,24.86,0.0,52.04,52.04
79B,std,1.36,6.61,5.55,11.1,7.78,16.64,44.56,99.86,1.41,947.24,52.63,0.03,1.05,9.45,8.54,0.0,4.72,4.72
8E,1,11,31,27,51,42,78,191.63,420.6,9.05,3805.76,211.43,0.1402,4,49,37,2.63,56.39,56.39
8E,mean,11,31,27,51,42,78,191.63,420.6,9.05,3805.76,211.43,0.14,4,49,37,2.63,56.39,56.39
8E,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85A,1,5,39,38,76,44,114,217.74,622.38,4.87,3032.08,168.45,0.2075,0,24,24,0.0,49.79,49.79
85A,mean,5,39,38,76,44,114,217.74,622.38,4.87,3032.08,168.45,0.21,0,24,24,0.0,49.79,49.79
85A,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86A,1,9,35,22,44,44,66,208.05,360.32,5.66,2038.4,113.24,0.1201,6,26,23,10.0,69.4,69.4
86A,2,7,32,21,42,39,63,179.65,332.98,4.59,1529.63,84.98,0.111,3,17,18,0.0,54.15,54.15
86A,mean,8,33.5,21.5,43,41.5,64.5,193.85,346.65,5.12,1784.02,99.11,0.12,4.5,21.5,20.5,5.0,61.78,61.78
86A,std,1.0,1.5,0.5,1.0,2.5,1.5,14.2,13.67,0.54,254.38,14.13,0.0,1.5,4.5,2.5,5.0,7.63,7.63
90B,1,5,14,9,18,19,27,64.91,114.69,3.21,368.66,20.48,0.0382,0,16,16,0.0,57.97,57.97
90B,2,5,19,12,24,24,36,92.32,165.06,3.16,521.24,28.96,0.055,0,28,20,0.0,54.34,54.34
90B,3,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,20,14,0.0,62.85,62.85
90B,4,5,13,9,18,18,27,59.72,112.59,3.46,389.73,21.65,0.0375,0,33,33,0.0,50.09,50.09
90B,5,4,12,7,13,16,20,51.02,80.0,2.17,173.33,9.63,0.0267,0,17,17,0.0,58.35,58.35
90B,6,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,31,29,0.0,53.16,53.16
90B,7,2,9,6,12,11,18,30.53,62.27,1.33,83.03,4.61,0.0208,0,25,24,0.0,55.85,55.85
90B,8,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,2,28,22,4.55,70.93,70.93
90B,9,7,21,12,22,28,34,111.89,163.45,3.67,599.32,33.3,0.0545,7,30,23,0.0,53.32,53.32
90B,10,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,35,30,0.0,55.79,55.79
90B,11,4,13,7,13,17,20,56.11,81.75,2.0,163.5,9.08,0.0272,0,22,17,11.76,77.36,77.36
90B,12,4,11,8,16,15,24,46.05,93.77,2.91,272.77,15.15,0.0313,0,19,19,0.0,56.68,56.68
90B,13,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,18,20,0.0,57.85,57.85
90B,14,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,30,24,0.0,55.14,55.14
90B,15,6,21,13,26,27,39,107.75,185.44,3.71,688.78,38.27,0.0618,1,39,29,3.45,61.04,61.04
90B,mean,4,11.8,7.53,14.8,15.8,22.33,51.87,91.14,2.52,262.55,14.59,0.03,0.67,26.07,22.47,1.32,58.71,58.71
90B,std,1.37,5.02,2.94,5.73,6.31,8.66,30.08,47.33,0.78,200.02,11.11,0.02,1.78,6.88,5.51,3.11,6.87,6.87
93A,1,7,30,31,62,37,93,166.86,484.48,7.23,3504.4,194.69,0.1615,14,37,32,22.22,70.98,70.98
93A,2,7,26,24,50,33,74,141.86,373.29,6.73,2512.5,139.58,0.1244,0,8,8,0.0,61.08,61.08
93A,mean,7,28,27.5,56,35,83.5,154.36,428.88,6.98,3008.45,167.13,0.14,7,22.5,20,11.11,66.03,66.03
93A,std,0.0,2.0,3.5,6.0,2.0,9.5,12.5,55.59,0.25,495.95,27.55,0.02,7.0,14.5,12.0,11.11,4.95,4.95
94C,1,8,30,30,60,38,90,171.21,472.31,8.0,3778.51,209.92,0.1574,0,18,16,0.0,53.66,53.66
94C,mean,8,30,30,60,38,90,171.21,472.31,8.0,3778.51,209.92,0.16,0,18,16,0.0,53.66,53.66
94C,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98B,1,7,16,22,44,23,66,83.65,298.56,9.62,2873.59,159.64,0.0995,0,17,19,0.0,53.83,53.83
98B,2,8,20,23,46,28,69,110.44,331.71,9.2,3051.71,169.54,0.1106,0,18,20,0.0,53.03,53.03
98B,3,7,16,22,44,23,66,83.65,298.56,9.62,2873.59,159.64,0.0995,0,17,19,0.0,53.83,53.83
98B,mean,7.33,17.33,22.33,44.67,24.67,67,92.58,309.61,9.48,2932.96,162.94,0.1,0,17.33,19.33,0.0,53.56,53.56
98B,std,0.47,1.89,0.47,0.94,2.36,1.41,12.63,15.63,0.2,83.97,4.67,0.01,0.0,0.47,0.47,0.0,0.38,0.38
99C,1,5,29,18,35,34,53,152.49,269.64,3.02,813.56,45.2,0.0899,1,42,30,0.0,48.74,48.74
99C,mean,5,29,18,35,34,53,152.49,269.64,3.02,813.56,45.2,0.09,1,42,30,0.0,48.74,48.74
99C,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766C,1,9,24,20,39,33,59,138.57,297.62,7.31,2176.34,120.91,0.0992,7,97,37,0.0,47.39,47.39
766C,mean,9,24,20,39,33,59,138.57,297.62,7.31,2176.34,120.91,0.1,7,97,37,0.0,47.39,47.39
766C,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776A,1,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,15,11,50.0,100.0,100.0
776A,2,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,12,10,10.0,90.86,90.86
776A,3,2,10,6,12,12,18,35.22,64.53,1.2,77.44,4.3,0.0215,7,26,21,0.0,57.68,57.68
776A,4,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,17,9,0.0,74.04,74.04
776A,5,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,17,9,0.0,74.04,74.04
776A,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,15,8,0.0,100.0,100.0
776A,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,15,8,0.0,100.0,100.0
776A,8,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,10,10,0.0,73.04,73.04
776A,9,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,25,13,0.0,66.83,66.83
776A,10,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,2,15,12,8.33,87.78,87.78
776A,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,7,0.0,100.0,100.0
776A,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,19,7,14.29,100.0,100.0
776A,13,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,19,10,0.0,73.04,73.04
776A,14,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,3,33,14,0.0,69.72,69.72
776A,15,1,5,3,6,6,9,11.61,23.26,0.6,13.96,0.78,0.0078,0,21,11,0.0,67.04,67.04
776A,16,2,5,3,6,7,9,13.61,25.27,1.2,30.32,1.68,0.0084,0,13,7,0.0,71.34,71.34
776A,17,2,9,5,10,11,15,30.53,51.89,1.11,57.66,3.2,0.0173,0,14,10,30.0,92.01,92.01
776A,18,4,11,9,15,15,24,46.05,93.77,2.73,255.72,14.21,0.0313,0,25,13,0.0,61.35,61.35
776A,19,1,3,2,4,4,6,4.75,12.0,0.67,8.0,0.44,0.004,0,10,10,0.0,70.09,70.09
776A,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,23,12,0.0,100.0,100.0
776A,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,10,7,42.86,100.0,100.0
776A,22,2,6,5,10,8,15,17.51,45.0,1.67,75.0,4.17,0.015,0,21,18,0.0,60.23,60.23
776A,23,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,19,10,0.0,73.04,73.04
776A,24,1,4,4,8,5,12,8.0,27.86,1.0,27.86,1.55,0.0093,0,27,14,0.0,64.07,64.07
776A,25,4,25,15,30,29,45,124.1,218.61,2.4,524.66,29.15,0.0729,0,24,19,0.0,54.92,54.92
776A,mean,1.2,4,2.52,4.92,5.2,7.44,12.78,24.82,0.72,44.3,2.46,0.01,0.48,18.08,11.2,6.22,79.24,79.24
776A,std,1.06,5.25,3.37,6.54,6.2,9.9,25.66,45.87,0.7,111.14,6.18,0.02,1.5,6.25,3.67,13.63,15.58,15.58
777A,1,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,7,4,133.33,100.0,100.0
777A,2,3,7,5,9,10,14,24.41,46.51,1.93,89.69,4.98,0.0155,0,29,15,0.0,62.0,62.0
777A,3,3,8,6,11,11,17,28.75,58.81,2.06,121.3,6.74,0.0196,0,31,16,0.0,60.54,60.54
777A,4,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,5,3,0.0,84.72,84.72
777A,5,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,11,11,0.0,72.41,72.41
777A,6,2,6,3,6,8,9,17.51,27.0,1.0,27.0,1.5,0.009,0,33,17,0.0,62.73,62.73
777A,7,2,5,5,10,7,15,13.61,42.11,2.0,84.22,4.68,0.014,0,21,11,0.0,65.51,65.51
777A,8,4,9,6,12,13,18,36.53,66.61,2.67,177.62,9.87,0.0222,0,19,9,11.11,84.77,84.77
777A,9,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,15,8,0.0,71.56,71.56
777A,10,4,9,5,9,13,14,36.53,51.81,2.0,103.61,5.76,0.0173,5,43,17,0.0,60.35,60.35
777A,11,4,17,12,24,21,36,77.49,158.12,2.82,446.47,24.8,0.0527,0,20,18,0.0,56.14,56.14
777A,12,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,1,21,11,0.0,68.68,68.68
