problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
834A,27,8.0,41.0,156.0,340.0,49.0,496.0,243.66,2784.9,33.17,92377.04,5132.06,0.9283,26.0,58.0,55.0,0.0,33.91,33.91
834A,28,6.0,37.0,390.0,782.0,43.0,1172.0,208.26,6359.58,63.41,403231.89,22401.77,2.1199,61.0,131.0,128.0,0.0,18.98,18.98
834A,29,6.0,37.0,390.0,782.0,43.0,1172.0,208.26,6359.58,63.41,403231.89,22401.77,2.1199,61.0,131.0,128.0,0.0,18.98,18.98
834A,30,6.0,37.0,390.0,782.0,43.0,1172.0,208.26,6359.58,63.41,403231.89,22401.77,2.1199,61.0,131.0,128.0,0.0,18.98,18.98
834A,31,6.0,36.0,390.0,779.0,42.0,1169.0,201.63,6303.62,64.92,409209.94,22733.89,2.1012,61.0,130.0,127.0,0.0,19.08,19.08
834A,32,10.0,43.0,318.0,661.0,53.0,979.0,266.55,5607.63,76.86,431005.37,23944.74,1.8692,53.0,120.0,117.0,0.0,21.27,21.27
835A,1,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,2,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,3,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,4,5.0,34.0,36.0,97.0,39.0,133.0,184.58,702.96,7.13,5013.75,278.54,0.2343,3.0,17.0,14.0,0.0,52.82,52.82
835A,5,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,6,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,7,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,8,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,9,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,10,6.0,31.0,48.0,97.0,37.0,145.0,169.09,755.37,9.39,7090.74,393.93,0.2518,3.0,15.0,14.0,0.0,53.79,53.79
835A,11,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,12,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,13,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,14,5.0,34.0,36.0,97.0,39.0,133.0,184.58,702.96,7.13,5013.75,278.54,0.2343,3.0,17.0,14.0,0.0,52.82,52.82
835A,15,5.0,34.0,36.0,97.0,39.0,133.0,184.58,702.96,7.13,5013.75,278.54,0.2343,3.0,17.0,14.0,0.0,52.82,52.82
835A,16,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,17,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,18,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
835A,19,5.0,33.0,34.0,86.0,38.0,120.0,178.07,629.75,6.52,4102.93,227.94,0.2099,3.0,16.0,14.0,0.0,53.73,53.73
835A,20,5.0,33.0,34.0,94.0,38.0,128.0,178.07,671.73,7.12,4783.57,265.75,0.2239,3.0,16.0,14.0,0.0,53.53,53.53
