problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
199A,25,5.0,57.0,62.0,256.0,62.0,318.0,344.08,1893.43,11.23,21259.61,1181.09,0.6311,10.0,43.0,39.0,0.0,40.08,40.08
199A,30,6.0,54.0,53.0,205.0,60.0,258.0,326.27,1523.98,11.39,17356.41,964.25,0.508,10.0,37.0,34.0,0.0,42.16,42.16
199A,29,6.0,50.0,60.0,209.0,56.0,269.0,297.7,1562.18,12.54,19589.72,1088.32,0.5207,10.0,38.0,35.0,0.0,41.83,41.83
199A,27,6.0,56.0,53.0,260.0,62.0,313.0,340.72,1863.66,13.93,25958.17,1442.12,0.6212,12.0,43.0,39.0,0.0,39.85,39.85
199A,28,5.0,55.0,50.0,254.0,60.0,304.0,329.58,1795.69,11.55,20732.11,1151.78,0.5986,10.0,40.0,36.0,0.0,40.92,40.92
199A,22,7.0,66.0,87.0,356.0,73.0,443.0,418.58,2742.09,18.88,51767.38,2875.97,0.914,15.0,63.0,60.0,0.0,34.66,34.66
199A,32,5.0,51.0,56.0,212.0,56.0,268.0,300.9,1556.37,10.39,16174.05,898.56,0.5188,8.0,35.0,31.0,0.0,42.89,42.89
199A,31,8.0,120.0,84.0,451.0,128.0,535.0,852.83,3745.0,15.03,56299.83,3127.77,1.2483,12.0,47.0,40.0,0.07,51.94,36.89
199A,12,9.0,278.0,712.0,3089.0,287.0,3801.0,2285.59,31034.81,50.0,1551796.38,86210.91,10.3449,2.0,122.0,8.0,0.91,49.88,22.77
202B,9,11.0,74.0,119.0,471.0,85.0,590.0,497.55,3781.54,35.01,132379.47,7354.42,1.2605,18.0,74.0,70.0,0.0,31.75,31.75
202B,2,11.0,76.0,120.0,547.0,87.0,667.0,512.9,4297.44,39.59,170116.56,9450.92,1.4325,19.0,82.0,73.0,0.0,30.26,30.26
