problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
595B,pass@12,7.0,23.0,18.0,36.0,30.0,54.0,123.69,264.97,5.48,1451.59,80.64,0.0883,8.0,28.0,28.0,46.43,79.26,79.26
595B,pass@14,9.0,40.0,33.0,66.0,49.0,99.0,241.41,555.86,7.42,4127.23,229.29,0.1853,10.0,22.0,22.0,13.64,70.27,70.4
595B,pass@15,7.0,24.0,19.0,38.0,31.0,57.0,129.69,282.39,5.54,1564.91,86.94,0.0941,8.0,28.0,28.0,25.0,75.35,75.35
595B,pass@16,8.0,36.0,28.0,56.0,44.0,84.0,210.12,458.59,6.22,2853.46,158.53,0.1529,6.0,26.0,26.0,38.46,77.75,77.75
595B,pass@17,8.0,33.0,24.0,48.0,41.0,72.0,190.47,385.74,5.82,2244.33,124.68,0.1286,0.0,17.0,17.0,23.53,79.06,79.73
595B,pass@18,6.0,27.0,20.0,40.0,33.0,60.0,143.89,302.66,4.44,1345.17,74.73,0.1009,9.0,31.0,31.0,9.68,66.45,66.45
595B,pass@19,7.0,33.0,25.0,50.0,40.0,75.0,186.12,399.14,5.3,2116.68,117.59,0.133,7.0,25.0,25.0,40.0,78.61,78.61
595B,pass@20,10.0,174.0,167.0,332.0,184.0,499.0,1328.29,3754.26,9.54,35816.48,1989.8,1.2514,54.0,183.0,184.0,19.67,41.82,41.55
595B,pass@21,9.0,24.0,19.0,38.0,33.0,57.0,138.57,287.53,7.12,2048.65,113.81,0.0958,8.0,20.0,20.0,25.0,78.49,78.49
595B,pass@22,10.0,40.0,30.0,60.0,50.0,90.0,246.1,507.95,7.5,3809.6,211.64,0.1693,7.0,24.0,24.0,33.33,77.22,77.22
595B,pass@23,9.0,38.0,31.0,62.0,47.0,93.0,227.95,516.58,7.34,3792.76,210.71,0.1722,10.0,27.0,27.0,48.15,77.42,77.42
595B,pass@24,7.0,28.0,18.0,36.0,35.0,54.0,154.26,276.98,4.5,1246.42,69.25,0.0923,6.0,21.0,21.0,23.81,78.03,78.03
595B,pass@25,8.0,37.0,28.0,56.0,45.0,84.0,216.75,461.32,6.05,2792.83,155.16,0.1538,7.0,27.0,27.0,33.33,76.26,76.39
595B,pass@26,7.0,26.0,21.0,42.0,33.0,63.0,141.86,317.8,5.65,1796.77,99.82,0.1059,8.0,29.0,29.0,31.03,76.24,76.24
595B,pass@27,10.0,38.0,28.0,57.0,48.0,85.0,232.64,474.72,7.5,3560.41,197.8,0.1582,10.0,30.0,30.0,30.0,74.2,74.2
595B,pass@28,8.0,37.0,28.0,56.0,45.0,84.0,216.75,461.32,6.05,2792.83,155.16,0.1538,7.0,26.0,26.0,30.77,76.09,76.22
595B,pass@29,7.0,26.0,20.0,40.0,33.0,60.0,141.86,302.66,5.38,1629.73,90.54,0.1009,8.0,25.0,25.0,36.0,78.74,78.74
595B,pass@30,7.0,29.0,21.0,42.0,36.0,63.0,160.53,325.71,5.07,1650.99,91.72,0.1086,7.0,27.0,27.0,40.74,78.58,78.58
595B,pass@31,7.0,27.0,22.0,44.0,34.0,66.0,148.03,335.77,5.7,1915.15,106.4,0.1119,8.0,28.0,28.0,21.43,73.61,73.61
595B,pass@32,8.0,24.0,19.0,38.0,32.0,57.0,134.04,285.0,6.33,1805.0,100.28,0.095,8.0,23.0,23.0,21.74,76.09,76.09
604D,pass@1,8.0,18.0,16.0,32.0,26.0,48.0,99.06,225.62,7.11,1604.42,89.13,0.0752,6.0,21.0,21.0,19.05,76.85,76.85
604D,pass@2,5.0,13.0,8.0,14.0,18.0,22.0,59.72,91.74,2.69,246.99,13.72,0.0306,4.0,17.0,17.0,11.76,77.95,77.95
604D,pass@3,9.0,30.0,20.0,38.0,39.0,58.0,175.74,306.55,5.7,1747.35,97.08,0.1022,8.0,38.0,38.0,18.42,69.76,69.76
604D,pass@4,7.0,19.0,12.0,22.0,26.0,34.0,100.36,159.81,4.05,647.67,35.98,0.0533,9.0,27.0,28.0,3.7,63.28,63.14
604D,pass@5,11.0,28.0,23.0,46.0,39.0,69.0,172.66,364.69,9.04,3295.26,183.07,0.1216,3.0,30.0,30.0,13.33,69.51,69.51
604D,pass@6,9.0,14.0,14.0,28.0,23.0,42.0,81.83,189.99,9.0,1709.91,94.99,0.0633,5.0,16.0,16.0,18.75,79.96,79.96
604D,pass@7,6.0,18.0,11.0,20.0,24.0,31.0,90.57,142.13,3.33,473.78,26.32,0.0474,8.0,25.0,26.0,12.0,72.35,72.22
604D,pass@8,8.0,13.0,10.0,20.0,21.0,30.0,72.11,131.77,6.15,810.89,45.05,0.0439,3.0,11.0,11.0,45.45,90.84,90.84
604D,pass@9,6.0,13.0,9.0,18.0,19.0,27.0,63.62,114.69,4.15,476.42,26.47,0.0382,4.0,13.0,13.0,30.77,87.56,87.42
604D,pass@10,8.0,21.0,13.0,24.0,29.0,37.0,116.24,179.75,4.57,821.69,45.65,0.0599,9.0,26.0,26.0,3.85,63.83,63.69
604D,pass@11,6.0,20.0,14.0,26.0,26.0,40.0,101.95,188.02,3.9,733.27,40.74,0.0627,7.0,22.0,22.0,13.64,74.1,74.1
604D,pass@12,7.0,17.0,11.0,22.0,24.0,33.0,89.14,151.3,4.53,685.32,38.07,0.0504,9.0,30.0,31.0,0.0,51.13,50.99
604D,pass@13,9.0,13.0,11.0,22.0,22.0,33.0,76.64,147.16,7.62,1120.69,62.26,0.0491,4.0,16.0,16.0,25.0,83.17,83.17
604D,pass@14,6.0,12.0,7.0,14.0,18.0,21.0,58.53,87.57,3.5,306.49,17.03,0.0292,3.0,13.0,13.0,15.38,82.93,82.93
