problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
5A,13,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,14,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,15,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,16,9.0,50.0,44.0,174.0,59.0,218.0,310.72,1282.42,15.66,20082.64,1115.7,0.4275,6.0,34.0,27.0,0.1,61.65,44.02
5A,17,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,18,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,19,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,20,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,21,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,22,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,23,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,24,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,25,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,26,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,27,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,28,8.0,47.0,40.0,157.0,55.0,197.0,285.07,1138.93,13.36,15218.01,845.45,0.3796,4.0,29.0,22.0,0.12,65.2,46.16
5A,29,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,30,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,31,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
5A,32,7.0,43.0,34.0,151.0,50.0,185.0,252.98,1044.11,12.29,12832.88,712.94,0.348,4.0,26.0,22.0,0.0,47.46,47.46
