problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
626A,pass@31,3.0,9.0,5.0,10.0,12.0,15.0,33.28,53.77,1.67,89.62,4.98,0.0179,0.0,9.0,10.0,0.0,65.4,66.07
626A,pass@32,4.0,13.0,13.0,26.0,17.0,39.0,56.11,159.41,4.0,637.64,35.42,0.0531,0.0,19.0,20.0,0.0,54.85,56.2
629B,pass@1,5.0,12.0,9.0,16.0,17.0,25.0,54.63,102.19,3.33,340.62,18.92,0.0341,0.0,26.0,26.0,0.0,53.85,55.06
629B,pass@2,4.0,19.0,18.0,34.0,23.0,52.0,88.71,235.23,3.58,841.86,46.77,0.0784,10.0,28.0,28.0,0.0,50.48,50.48
629B,pass@3,5.0,22.0,18.0,36.0,27.0,54.0,109.72,256.76,4.09,1050.4,58.36,0.0856,0.0,36.0,36.0,0.0,47.83,49.18
629B,pass@4,4.0,15.0,11.0,22.0,19.0,33.0,66.6,140.18,2.93,411.2,22.84,0.0467,7.0,28.0,29.0,0.0,52.13,52.13
629B,pass@5,4.0,15.0,15.0,30.0,19.0,45.0,66.6,191.16,4.0,764.63,42.48,0.0637,7.0,28.0,29.0,0.0,51.18,51.18
629B,pass@6,5.0,12.0,9.0,16.0,17.0,25.0,54.63,102.19,3.33,340.62,18.92,0.0341,0.0,26.0,26.0,0.0,53.85,55.06
629B,pass@7,5.0,22.0,18.0,36.0,27.0,54.0,109.72,256.76,4.09,1050.4,58.36,0.0856,0.0,30.0,30.0,0.0,49.83,50.91
629B,pass@8,5.0,12.0,9.0,16.0,17.0,25.0,54.63,102.19,3.33,340.62,18.92,0.0341,0.0,26.0,26.0,0.0,53.85,55.06
629B,pass@9,6.0,25.0,20.0,40.0,31.0,60.0,131.61,297.25,4.8,1426.81,79.27,0.0991,9.0,38.0,38.0,0.0,47.01,47.01
629B,pass@10,5.0,12.0,9.0,16.0,17.0,25.0,54.63,102.19,3.33,340.62,18.92,0.0341,0.0,26.0,26.0,0.0,53.85,55.06
629B,pass@11,4.0,12.0,13.0,24.0,16.0,37.0,51.02,148.0,4.0,592.0,32.89,0.0493,8.0,30.0,31.0,0.0,51.2,51.2
629B,pass@12,5.0,12.0,9.0,16.0,17.0,25.0,54.63,102.19,3.33,340.62,18.92,0.0341,0.0,26.0,26.0,0.0,53.85,55.06
629B,pass@13,4.0,13.0,9.0,18.0,17.0,27.0,56.11,110.36,2.77,305.62,16.98,0.0368,0.0,20.0,20.0,0.0,56.37,57.32
629B,pass@14,4.0,10.0,10.0,18.0,14.0,28.0,41.22,106.61,3.6,383.78,21.32,0.0355,7.0,26.0,26.0,0.0,53.99,53.99
629B,pass@15,4.0,12.0,10.0,20.0,16.0,30.0,51.02,120.0,3.33,400.0,22.22,0.04,5.0,25.0,25.0,4.0,66.05,66.05
629B,pass@16,4.0,16.0,14.0,28.0,20.0,42.0,72.0,181.52,3.5,635.32,35.3,0.0605,7.0,27.0,27.0,0.0,52.02,52.02
629B,pass@17,5.0,12.0,9.0,16.0,17.0,25.0,54.63,102.19,3.33,340.62,18.92,0.0341,0.0,26.0,26.0,0.0,53.85,55.06
629B,pass@18,4.0,13.0,10.0,20.0,17.0,30.0,56.11,122.62,3.08,377.3,20.96,0.0409,5.0,28.0,28.0,0.0,53.14,53.14
629B,pass@19,6.0,13.0,11.0,22.0,19.0,33.0,63.62,140.18,5.08,711.69,39.54,0.0467,7.0,27.0,28.0,0.0,52.46,52.46
629B,pass@20,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.86,0.0052,6.0,25.0,25.0,0.0,60.36,60.36
629B,pass@21,6.0,31.0,27.0,52.0,37.0,79.0,169.09,411.55,5.03,2071.01,115.06,0.1372,12.0,42.0,42.0,16.67,66.56,66.56
629B,pass@22,5.0,20.0,16.0,32.0,25.0,48.0,98.05,222.91,4.0,891.62,49.53,0.0743,0.0,30.0,30.0,0.0,50.26,51.34
629B,pass@23,4.0,15.0,16.0,32.0,19.0,48.0,66.6,203.9,4.27,869.98,48.33,0.068,7.0,29.0,30.0,0.0,50.67,50.67
629B,pass@24,7.0,20.0,17.0,34.0,27.0,51.0,106.09,242.5,5.95,1442.87,80.16,0.0808,8.0,39.0,39.0,0.0,47.52,47.52
629B,pass@25,4.0,20.0,14.0,28.0,24.0,42.0,94.44,192.57,2.8,539.19,29.96,0.0642,0.0,34.0,34.0,0.0,49.52,50.6
